Date;Closing price
2003-07-17;546.23
2003-07-18;552.67
2003-07-21;551.26
2003-07-22;549.49
2003-07-23;546.73
2003-07-24;555.66
2003-07-25;552.78
2003-07-28;562.67
2003-07-29;560.4
2003-07-30;564.86
2003-07-31;571.01
2003-08-01;568.51
2003-08-04;567.72
2003-08-05;570.62
2003-08-06;558.44
2003-08-07;555.74
2003-08-08;557.87
2003-08-11;557.91
2003-08-12;567.64
2003-08-13;574.52
2003-08-14;578.37
2003-08-15;574.94
2003-08-18;585.26
2003-08-19;592.48
2003-08-20;592.64
2003-08-21;599.13
2003-08-22;597.1
2003-08-25;589.84
2003-08-26;583.9
2003-08-27;588.06
2003-08-28;589.97
2003-08-29;586.43
2003-09-01;598.45
2003-09-02;601.1
2003-09-03;611.12
2003-09-04;611.15
2003-09-05;612.49
2003-09-08;615.14
2003-09-09;609.11
2003-09-10;599.18
2003-09-11;600.44
2003-09-12;602.77
2003-09-15;603.71
2003-09-16;609.53
2003-09-17;608.99
2003-09-18;608.48
2003-09-19;603.03
2003-09-22;589.36
2003-09-23;588.08
2003-09-24;581.22
2003-09-25;576.78
2003-09-26;581.65
2003-09-29;575.61
2003-09-30;567.02
2003-10-01;572.56
2003-10-02;570.39
2003-10-03;591.24
2003-10-06;590.99
2003-10-07;589.73
2003-10-08;592.96
2003-10-09;601.75
2003-10-10;596.21
2003-10-13;605.33
2003-10-14;610.69
2003-10-15;615.08
2003-10-16;609.67
2003-10-17;610.02
2003-10-20;613.02
2003-10-21;608.11
2003-10-22;594.31
2003-10-23;600.73
2003-10-24;605.59
2003-10-27;614.77
2003-10-28;622.03
2003-10-29;618.56
2003-10-30;620.28
2003-10-31;617.57
2003-11-03;622.09
2003-11-04;619.16
2003-11-05;612.08
2003-11-06;616.66
2003-11-07;622.38
2003-11-10;618.34
2003-11-11;614.33
2003-11-12;617.21
2003-11-13;624.65
2003-11-14;631.3
2003-11-17;617.52
2003-11-18;615.15
2003-11-19;608.38
2003-11-20;605.42
2003-11-21;603.13
2003-11-24;613.61
2003-11-25;612.38
2003-11-26;609.48
2003-11-27;617.02
2003-11-28;614.52
2003-12-01;621.26
2003-12-02;621.92
2003-12-03;622.54
2003-12-04;626.28
2003-12-05;623.24
2003-12-08;616.35
2003-12-09;616.97
2003-12-10;616.23
2003-12-11;617.44
2003-12-12;617.53
2003-12-15;621.6
2003-12-16;614.08
2003-12-17;606.08
2003-12-18;613.78
2003-12-19;618.55
2003-12-22;618.39
2003-12-23;628.11
2003-12-29;638.62
2003-12-30;636.29
2004-01-02;644.48
2004-01-05;644.55
2004-01-06;644.55
2004-01-07;635.47
2004-01-08;647.7
2004-01-09;650.48
2004-01-12;652.33
2004-01-13;655.1
2004-01-14;661.13
2004-01-15;665.12
2004-01-16;672.54
2004-01-19;676.15
2004-01-20;671.25
2004-01-21;667
2004-01-22;672.92
2004-01-23;674.65
2004-01-26;676.87
2004-01-27;675.18
2004-01-28;672.1
2004-01-29;666.32
2004-01-30;673.91
2004-02-02;670.48
2004-02-03;669.87
2004-02-04;667.89
2004-02-05;673.12
2004-02-06;687.59
2004-02-09;691.47
2004-02-10;698.34
2004-02-11;699.79
2004-02-12;694.13
2004-02-13;689.16
2004-02-16;695.8
2004-02-17;700
2004-02-18;699.6
2004-02-19;705.81
2004-02-20;700.1
2004-02-23;703.9
2004-02-24;690.56
2004-02-25;693.77
2004-02-26;697.44
2004-02-27;698.18
2004-03-01;704.47
2004-03-02;713.93
2004-03-03;718.99
2004-03-04;716.41
2004-03-05;717.24
2004-03-08;718.39
2004-03-09;706.98
2004-03-10;705.83
2004-03-11;683.16
2004-03-12;688.93
2004-03-15;680.19
2004-03-16;683.41
2004-03-17;693.1
2004-03-18;679.42
2004-03-19;681.76
2004-03-22;662.73
2004-03-23;670.17
2004-03-24;666.61
2004-03-25;678.33
2004-03-26;679.57
2004-03-29;691.59
2004-03-30;688.1
2004-03-31;690.28
2004-04-01;705.05
2004-04-02;713.11
2004-04-05;721.04
2004-04-06;717.59
2004-04-07;718.04
2004-04-08;719.93
2004-04-13;720.87
2004-04-14;714.18
2004-04-15;710.89
2004-04-16;713.12
2004-04-19;716.19
2004-04-20;725.07
2004-04-21;716.3
2004-04-22;728.07
2004-04-23;720
2004-04-26;716.11
2004-04-27;714.29
2004-04-28;698.32
2004-04-29;693.6
2004-04-30;685.59
2004-05-03;689.97
2004-05-04;688.35
2004-05-05;696.71
2004-05-06;677.48
2004-05-07;676.35
2004-05-10;652.21
2004-05-11;664.86
2004-05-12;651.6
2004-05-13;668.39
2004-05-14;663.75
2004-05-17;653.85
2004-05-18;658.86
2004-05-19;670.88
2004-05-21;667.02
2004-05-24;670.12
2004-05-25;663.77
2004-05-26;665.26
2004-05-27;671.79
2004-05-28;673.95
2004-05-31;673.95
2004-06-01;666.06
2004-06-02;672.03
2004-06-03;676
2004-06-04;685.49
2004-06-07;693.17
2004-06-08;691.3
2004-06-09;687.24
2004-06-10;686.61
2004-06-11;687.26
2004-06-14;677.89
2004-06-15;682.92
2004-06-16;686.46
2004-06-17;683.71
2004-06-18;681.37
2004-06-21;680.69
2004-06-22;677.92
2004-06-23;690.46
2004-06-24;697.54
2004-06-25;697.54
2004-06-28;699.27
2004-06-29;697.86
2004-06-30;698.13
2004-07-01;697.97
2004-07-02;695.82
2004-07-05;693.08
2004-07-06;685.4
2004-07-07;684.29
2004-07-08;685.3
2004-07-09;679.5
2004-07-12;669
2004-07-13;676.03
2004-07-14;680.47
2004-07-15;669.12
2004-07-16;673.44
2004-07-19;666.28
2004-07-20;668.7
2004-07-21;683.09
2004-07-22;668.23
2004-07-23;668.45
2004-07-26;661.76
2004-07-27;671.95
2004-07-28;674.36
2004-07-29;680.14
2004-07-30;683.3
2004-08-02;678.8
2004-08-03;679.19
2004-08-04;674.23
2004-08-05;679.04
2004-08-06;663.15
2004-08-09;656.91
2004-08-10;664.67
2004-08-11;653.37
2004-08-12;650.7
2004-08-13;649.36
2004-08-16;656.02
2004-08-17;658.63
2004-08-18;665.41
2004-08-19;666.56
2004-08-20;664.52
2004-08-23;679.23
2004-08-24;676.86
2004-08-25;683.26
2004-08-26;689.02
2004-08-27;690.92
2004-08-30;689.2
2004-08-31;685.03
2004-09-01;693.43
2004-09-02;694.28
2004-09-03;696.67
2004-09-06;697.36
2004-09-07;695.68
2004-09-08;693.66
2004-09-09;687.44
2004-09-10;691.91
2004-09-13;702.62
2004-09-14;699.57
2004-09-15;700.91
2004-09-16;700.03
2004-09-17;701.86
2004-09-20;700.17
2004-09-21;700.98
2004-09-22;702.1
2004-09-23;698.91
2004-09-24;697.69
2004-09-27;693.55
2004-09-28;694.51
2004-09-29;709.94
2004-09-30;705.76
2004-10-01;717.1
2004-10-04;726.79
2004-10-05;726.7
2004-10-06;723.1
2004-10-07;723.5
2004-10-08;721.73
2004-10-11;722.96
2004-10-12;716.44
2004-10-13;724.19
2004-10-14;717.78
2004-10-15;713.8
2004-10-18;713.09
2004-10-19;723.85
2004-10-20;713.77
2004-10-21;710.9
2004-10-22;702.79
2004-10-25;686.33
2004-10-26;690.12
2004-10-27;701.36
2004-10-28;705.07
2004-10-29;702.55
2004-11-01;711.49
2004-11-02;723.72
2004-11-03;726.49
2004-11-04;722.28
2004-11-05;726.54
2004-11-08;728.4
2004-11-09;727.83
2004-11-10;730.27
2004-11-11;735.98
2004-11-12;742.41
2004-11-15;742.64
2004-11-16;739.63
2004-11-17;748.98
2004-11-18;748.44
2004-11-19;740.17
2004-11-22;735.01
2004-11-23;737.83
2004-11-24;738.17
2004-11-25;743.56
2004-11-26;743.52
2004-11-29;745.81
2004-11-30;743.34
2004-12-01;750.13
2004-12-02;753.74
2004-12-03;744.4
2004-12-06;740.45
2004-12-07;746.05
2004-12-08;740.82
2004-12-09;731.91
2004-12-10;736.89
2004-12-13;738.26
2004-12-14;739.11
2004-12-15;737.25
2004-12-16;739.94
2004-12-17;728.94
2004-12-20;735.05
2004-12-21;737.69
2004-12-22;743.3
2004-12-23;741.98
2004-12-27;741.89
2004-12-28;739.84
2004-12-29;740.79
2004-12-30;741.88
2005-01-03;747.76
2005-01-04;753.56
2005-01-05;745.23
2005-01-06;745.23
2005-01-07;748.02
2005-01-10;757.45
2005-01-11;747.8
2005-01-12;734.31
2005-01-13;737.36
2005-01-14;742.63
2005-01-17;747.73
2005-01-18;746.16
2005-01-19;746.09
2005-01-20;736.87
2005-01-21;735.1
2005-01-24;727.56
2005-01-25;736.19
2005-01-26;736.73
2005-01-27;741.92
2005-01-28;735.32
2005-01-31;741.5
2005-02-01;750.06
2005-02-02;754.04
2005-02-03;750.12
2005-02-04;755.57
2005-02-07;765.69
2005-02-08;762.98
2005-02-09;769.05
2005-02-10;755.63
2005-02-11;766.82
2005-02-14;765.38
2005-02-15;770.4
2005-02-16;764.56
2005-02-17;764.11
2005-02-18;758.02
2005-02-21;760.86
2005-02-22;758.64
2005-02-23;759.16
2005-02-24;761.61
2005-02-25;769.89
2005-02-28;769.97
2005-03-01;772.09
2005-03-02;776.54
2005-03-03;775.55
2005-03-04;784.17
2005-03-07;780.47
2005-03-08;775.78
2005-03-09;775.63
2005-03-10;766.64
2005-03-11;771.22
2005-03-14;773.37
2005-03-15;778.35
2005-03-16;765.43
2005-03-17;766.6
2005-03-18;764.26
2005-03-21;760.17
2005-03-22;766.32
2005-03-23;769.11
2005-03-24;770.48
2005-03-29;771.08
2005-03-30;769.49
2005-03-31;770.39
2005-04-01;778.64
2005-04-04;775.46
2005-04-05;784.13
2005-04-06;789.39
2005-04-07;788.29
2005-04-08;791.09
2005-04-11;792.3
2005-04-12;787.77
2005-04-13;791.83
2005-04-14;796.37
2005-04-15;784.29
2005-04-18;772.86
2005-04-19;773.9
2005-04-20;773.1
2005-04-21;775.28
2005-04-22;785.96
2005-04-25;786.16
2005-04-26;780.32
2005-04-27;757.05
2005-04-28;748.24
2005-04-29;749.54
2005-05-02;754.79
2005-05-03;757.64
2005-05-04;756.54
2005-05-06;766.25
2005-05-09;768.8
2005-05-10;765.45
2005-05-11;762.13
2005-05-12;770.4
2005-05-13;775.2
2005-05-16;774.92
2005-05-17;776.08
2005-05-18;781.66
2005-05-19;785.11
2005-05-20;784.58
2005-05-23;784.34
2005-05-24;784.64
2005-05-25;783.17
2005-05-26;790.13
2005-05-27;790.72
2005-05-30;793.8
2005-05-31;792.39
2005-06-01;795.58
2005-06-02;789.97
2005-06-03;787.58
2005-06-07;793.48
2005-06-08;796.64
2005-06-09;794.6
2005-06-10;799.59
2005-06-13;801.17
2005-06-14;807.62
2005-06-15;804.45
2005-06-16;809.8
2005-06-17;808.62
2005-06-20;811.85
2005-06-21;818.37
2005-06-22;818.93
2005-06-23;828.23
2005-06-27;809.91
2005-06-28;814.28
2005-06-29;821.26
2005-06-30;822.49
2005-07-01;830.15
2005-07-04;832.34
2005-07-05;830.03
2005-07-06;831.58
2005-07-07;818.54
2005-07-08;832.23
2005-07-11;845.63
2005-07-12;843.81
2005-07-13;850.15
2005-07-14;849.89
2005-07-15;848.46
2005-07-18;849.75
2005-07-19;852.5
2005-07-20;846.8
2005-07-21;852.79
2005-07-22;852.52
2005-07-25;852.41
2005-07-26;854.52
2005-07-27;861.49
2005-07-28;863.8
2005-07-29;863.84
2005-08-01;862.97
2005-08-02;870.87
2005-08-03;869.22
2005-08-04;863.53
2005-08-05;860.88
2005-08-08;861
2005-08-09;863.67
2005-08-10;874.86
2005-08-11;870.16
2005-08-12;866.86
2005-08-15;867.3
2005-08-16;865.51
2005-08-17;861.34
2005-08-18;861.41
2005-08-19;866.47
2005-08-22;866.94
2005-08-23;859.25
2005-08-24;849.47
2005-08-25;839.94
2005-08-26;833.86
2005-08-29;841.07
2005-08-30;838.33
2005-08-31;849.51
2005-09-01;851.89
2005-09-02;853.67
2005-09-05;856.21
2005-09-06;860.39
2005-09-07;863.54
2005-09-08;860.78
2005-09-09;868.93
2005-09-12;869.58
2005-09-13;869.2
2005-09-14;873.03
2005-09-15;869.44
2005-09-16;872.43
2005-09-19;872.39
2005-09-20;872.68
2005-09-21;864.05
2005-09-22;867.9
2005-09-23;870.03
2005-09-26;882.83
2005-09-27;882.77
2005-09-28;890.36
2005-09-29;890.99
2005-09-30;896.29
2005-10-03;905.38
2005-10-04;902.79
2005-10-05;898.5
2005-10-06;889.51
2005-10-07;888.13
2005-10-10;892.06
2005-10-11;892.51
2005-10-12;882.77
2005-10-13;873.94
2005-10-14;876.33
2005-10-17;872.89
2005-10-18;870.06
2005-10-19;856.5
2005-10-20;858.7
2005-10-21;854.6
2005-10-24;863.5
2005-10-25;870.78
2005-10-26;872.91
2005-10-27;862.86
2005-10-28;862.66
2005-10-31;882.63
2005-11-01;885.81
2005-11-02;888.65
2005-11-03;898.24
2005-11-04;896.62
2005-11-07;901.61
2005-11-08;899.28
2005-11-09;900.97
2005-11-10;900.64
2005-11-11;914.1
2005-11-14;914.3
2005-11-15;911.53
2005-11-16;912.46
2005-11-17;914.41
2005-11-18;918.98
2005-11-21;922.74
2005-11-22;916.84
2005-11-23;921.71
2005-11-24;917.62
2005-11-25;919.65
2005-11-28;921.8
2005-11-29;919.32
2005-11-30;911.16
2005-12-01;927.16
2005-12-02;933.69
2005-12-05;926.98
2005-12-06;936.08
2005-12-07;936.78
2005-12-08;943.05
2005-12-09;943.16
2005-12-12;940.29
2005-12-13;942.78
2005-12-14;937.12
2005-12-15;934.79
2005-12-16;943.57
2005-12-19;943.72
2005-12-20;943.73
2005-12-21;949.27
2005-12-22;951.31
2005-12-23;958.44
2005-12-27;964.64
2005-12-28;961.12
2005-12-29;966.74
2005-12-30;960.01
2006-01-02;963.39
2006-01-03;967.6
2006-01-04;973.61
2006-01-05;972.89
2006-01-09;982.63
2006-01-10;975.42
2006-01-11;979.78
2006-01-12;976.02
2006-01-13;967.26
2006-01-16;971.64
2006-01-17;960.77
2006-01-18;941.61
2006-01-19;943.44
2006-01-20;935.87
2006-01-23;935.14
2006-01-24;929.22
2006-01-25;938.88
2006-01-26;946.16
2006-01-27;959.35
2006-01-30;958.99
2006-01-31;961.98
2006-02-01;968.9
2006-02-02;969.68
2006-02-03;963.14
2006-02-06;968.45
2006-02-07;961.71
2006-02-08;965.81
2006-02-09;977.4
2006-02-10;968.57
2006-02-13;973.37
2006-02-14;977.83
2006-02-15;976.12
2006-02-16;983.58
2006-02-17;982.89
2006-02-20;985.77
2006-02-21;993.51
2006-02-22;1001.06
2006-02-23;1001.66
2006-02-24;1010.74
2006-02-27;1015.71
2006-02-28;995.01
2006-03-01;1006
2006-03-02;1005.82
2006-03-03;1010.05
2006-03-06;1014.78
2006-03-07;1006.28
2006-03-08;997.44
2006-03-09;1007.76
2006-03-10;1009.43
2006-03-13;1018.36
2006-03-14;1017.71
2006-03-15;1024.44
2006-03-16;1030.2
2006-03-17;1034.06
2006-03-20;1041.37
2006-03-21;1045.12
2006-03-22;1047.12
2006-03-23;1054.54
2006-03-24;1063.74
2006-03-27;1056.92
2006-03-28;1052.67
2006-03-29;1059.93
2006-03-30;1069.34
2006-03-31;1059.94
2006-04-03;1076.5
2006-04-04;1066.14
2006-04-05;1071.43
2006-04-06;1060.67
2006-04-07;1055.71
2006-04-10;1059.14
2006-04-11;1046.21
2006-04-12;1049.55
2006-04-13;1052.03
2006-04-18;1049.68
2006-04-19;1061.41
2006-04-20;1064.9
2006-04-21;1062.79
2006-04-24;1054.49
2006-04-25;1052.99
2006-04-26;1054.06
2006-04-27;1050.03
2006-04-28;1036.87
2006-05-02;1045.92
2006-05-03;1041.1
2006-05-04;1045.66
2006-05-05;1055.45
2006-05-08;1053.76
2006-05-09;1054.12
2006-05-10;1047.24
2006-05-11;1043.4
2006-05-12;1013.69
2006-05-15;997.35
2006-05-16;1001.63
2006-05-17;958.19
2006-05-18;950.08
2006-05-19;951.59
2006-05-22;906.25
2006-05-23;956.05
2006-05-24;933.27
2006-05-26;972.79
2006-05-29;971.17
2006-05-30;937.47
2006-05-31;948.05
2006-06-01;962.29
2006-06-02;954.69
2006-06-05;951.29
2006-06-07;932.79
2006-06-08;892.33
2006-06-09;917.5
2006-06-12;902.16
2006-06-13;878.16
2006-06-14;899.72
2006-06-15;924.8
2006-06-16;909.79
2006-06-19;920.86
2006-06-20;919.12
2006-06-21;925.23
2006-06-22;928.72
2006-06-26;928.56
2006-06-27;915.98
2006-06-28;917.17
2006-06-29;942.52
2006-06-30;956.49
2006-07-03;961.24
2006-07-04;965.42
2006-07-05;952.44
2006-07-06;960.57
2006-07-07;949.62
2006-07-10;954.1
2006-07-11;939.37
2006-07-12;937.87
2006-07-13;921.49
2006-07-14;906.05
2006-07-17;899.35
2006-07-18;893.57
2006-07-19;929.54
2006-07-20;928.55
2006-07-21;914.6
2006-07-24;931.96
2006-07-25;928.69
2006-07-26;944.62
2006-07-27;951.98
2006-07-28;955.05
2006-07-31;946.26
2006-08-01;932.04
2006-08-02;942.21
2006-08-03;938.38
2006-08-04;944.97
2006-08-07;932.1
2006-08-08;932.75
2006-08-09;941.06
2006-08-10;932.94
2006-08-11;937.13
2006-08-14;945.37
2006-08-15;959.33
2006-08-16;967.99
2006-08-17;979.85
2006-08-18;978.15
2006-08-21;977.69
2006-08-22;982.92
2006-08-23;972.19
2006-08-24;971.78
2006-08-25;972.59
2006-08-28;978.3
2006-08-29;985.46
2006-08-30;993.9
2006-08-31;994.16
2006-09-01;997.57
2006-09-04;1011.58
2006-09-05;1008.25
2006-09-06;1001.94
2006-09-07;989.53
2006-09-08;999.08
2006-09-11;993.11
2006-09-12;1011.69
2006-09-13;1022.14
2006-09-14;1027.87
2006-09-15;1025.47
2006-09-18;1032.11
2006-09-19;1026.69
2006-09-20;1039.97
2006-09-21;1041.08
2006-09-22;1028.69
2006-09-25;1017.35
2006-09-26;1025.2
2006-09-27;1040.65
2006-09-28;1038.7
2006-09-29;1039.34
2006-10-02;1043.36
2006-10-03;1034.15
2006-10-04;1046.87
2006-10-05;1060.34
2006-10-06;1059.82
2006-10-09;1066.93
2006-10-10;1071.3
2006-10-11;1080.17
2006-10-12;1097.27
2006-10-13;1092.12
2006-10-16;1093.3
2006-10-17;1077.5
2006-10-18;1091.28
2006-10-19;1089.89
2006-10-20;1094.22
2006-10-23;1099.16
2006-10-24;1097.79
2006-10-25;1099.81
2006-10-26;1094.62
2006-10-27;1088.3
2006-10-30;1082.87
2006-10-31;1085.56
2006-11-01;1094.91
2006-11-02;1084.96
2006-11-03;1084.86
2006-11-06;1102.86
2006-11-07;1108.71
2006-11-08;1107.58
2006-11-09;1107.17
2006-11-10;1099.37
2006-11-13;1106.59
2006-11-14;1103.27
2006-11-15;1117.95
2006-11-16;1112.24
2006-11-17;1098.82
2006-11-20;1106.54
2006-11-21;1109.55
2006-11-22;1107.53
2006-11-23;1108.65
2006-11-24;1089.75
2006-11-27;1058.07
2006-11-28;1061.87
2006-11-29;1085.14
2006-11-30;1068.07
2006-12-01;1059.84
2006-12-04;1074.67
2006-12-05;1089.62
2006-12-06;1086.48
2006-12-07;1096.19
2006-12-08;1095.93
2006-12-11;1111.59
2006-12-12;1130.03
2006-12-13;1128.69
2006-12-14;1128.93
2006-12-15;1139.05
2006-12-18;1138.82
2006-12-19;1126.55
2006-12-20;1136.45
2006-12-21;1138.45
2006-12-22;1141.49
2006-12-27;1150.25
2006-12-28;1150.07
2006-12-29;1147.27
2007-01-02;1164.12
2007-01-03;1158.38
2007-01-04;1149.58
2007-01-05;1147.22
2007-01-08;1144.48
2007-01-09;1143.09
2007-01-10;1133.05
2007-01-11;1160.04
2007-01-12;1159.46
2007-01-15;1173.87
2007-01-16;1170.63
2007-01-17;1175.9
2007-01-18;1173.59
2007-01-19;1180.57
2007-01-22;1181.35
2007-01-23;1175.13
2007-01-24;1177.89
2007-01-25;1185.82
2007-01-26;1177.35
2007-01-29;1178.88
2007-01-30;1190.26
2007-01-31;1185.98
2007-02-01;1191.71
2007-02-02;1187.09
2007-02-05;1192.64
2007-02-06;1201.03
2007-02-07;1206.02
2007-02-08;1193.62
2007-02-09;1201.15
2007-02-12;1187.12
2007-02-13;1190.1
2007-02-14;1212.24
2007-02-15;1220.37
2007-02-16;1215.04
2007-02-19;1221.45
2007-02-20;1211.47
2007-02-21;1207.26
2007-02-22;1207.73
2007-02-23;1218.32
2007-02-26;1229.65
2007-02-27;1183.07
2007-02-28;1157.84
2007-03-01;1151.18
2007-03-02;1159.55
2007-03-05;1147.93
2007-03-06;1148.57
2007-03-07;1164.44
2007-03-08;1187.24
2007-03-09;1188.88
2007-03-12;1191.53
2007-03-13;1175.75
2007-03-14;1136.83
2007-03-15;1166.73
2007-03-16;1166.98
2007-03-19;1188.73
2007-03-20;1196.26
2007-03-21;1204.67
2007-03-22;1223.57
2007-03-23;1221.85
2007-03-26;1206.26
2007-03-27;1214.63
2007-03-28;1201.14
2007-03-29;1214.28
2007-03-30;1214.41
2007-04-02;1225.98
2007-04-03;1245.57
2007-04-04;1241.43
2007-04-05;1242.18
2007-04-10;1255.73
2007-04-11;1249.19
2007-04-12;1253.21
2007-04-13;1263.53
2007-04-16;1277.64
2007-04-17;1278.27
2007-04-18;1271.75
2007-04-19;1267.38
2007-04-20;1282.18
2007-04-23;1278.43
2007-04-24;1260.99
2007-04-25;1264.73
2007-04-26;1274.8
2007-04-27;1264.61
2007-04-30;1273.83
2007-05-02;1267.79
2007-05-03;1256.75
2007-05-04;1264.19
2007-05-07;1272.62
2007-05-08;1240.59
2007-05-09;1239.7
2007-05-10;1221.69
2007-05-11;1240.39
2007-05-14;1254.45
2007-05-15;1257.6
2007-05-16;1259.27
2007-05-18;1269.46
2007-05-21;1263.3
2007-05-22;1255.49
2007-05-23;1279.17
2007-05-24;1273.09
2007-05-25;1269.04
2007-05-28;1275.09
2007-05-29;1271.01
2007-05-30;1261.27
2007-05-31;1276.32
2007-06-01;1292.02
2007-06-04;1284.82
2007-06-05;1281.04
2007-06-07;1232.8
2007-06-08;1238.91
2007-06-11;1249.7
2007-06-12;1237.4
2007-06-13;1244.43
2007-06-14;1267.73
2007-06-15;1276.03
2007-06-18;1288.09
2007-06-19;1276.61
2007-06-20;1278.52
2007-06-21;1252.88
2007-06-25;1250.16
2007-06-26;1244.47
2007-06-27;1241.22
2007-06-28;1257.94
2007-06-29;1254.86
2007-07-02;1254.49
2007-07-03;1274.49
2007-07-04;1279.49
2007-07-05;1274.07
2007-07-06;1278.38
2007-07-09;1293.25
2007-07-10;1284.98
2007-07-11;1284.58
2007-07-12;1307.3
2007-07-13;1308.76
2007-07-16;1311.87
2007-07-17;1300.28
2007-07-18;1291.75
2007-07-19;1302.96
2007-07-20;1283.17
2007-07-23;1293.17
2007-07-24;1274.9
2007-07-25;1255.25
2007-07-26;1212.34
2007-07-27;1215.46
2007-07-30;1228.39
2007-07-31;1243.87
2007-08-01;1221.08
2007-08-02;1235.86
2007-08-03;1220.76
2007-08-06;1203.84
2007-08-07;1216.57
2007-08-08;1243.49
2007-08-09;1209.93
2007-08-10;1170.08
2007-08-13;1205.45
2007-08-14;1193.77
2007-08-15;1183.45
2007-08-16;1145.43
2007-08-17;1163.21
2007-08-20;1176.22
2007-08-21;1170.25
2007-08-22;1191.99
2007-08-23;1197.82
2007-08-24;1209.81
2007-08-27;1200.75
2007-08-28;1170.89
2007-08-29;1187.27
2007-08-30;1201.1
2007-08-31;1213.24
2007-09-03;1222.31
2007-09-04;1226.08
2007-09-05;1197.64
2007-09-06;1190.67
2007-09-07;1159.95
2007-09-10;1147.2
2007-09-11;1172.42
2007-09-12;1180.6
2007-09-13;1196.63
2007-09-14;1179.76
2007-09-17;1160.75
2007-09-18;1178.97
2007-09-19;1221.77
2007-09-20;1208.32
2007-09-21;1212.54
2007-09-24;1198.5
2007-09-25;1184.49
2007-09-26;1196.66
2007-09-27;1217.24
2007-09-28;1221.54
2007-10-01;1229.3
2007-10-02;1235.87
2007-10-03;1241.77
2007-10-04;1243.64
2007-10-05;1257.7
2007-10-08;1251.79
2007-10-09;1258.59
2007-10-10;1260.4
2007-10-11;1267.7
2007-10-12;1260.3
2007-10-15;1249.65
2007-10-16;1203.95
2007-10-17;1206.86
2007-10-18;1187.36
2007-10-19;1169.69
2007-10-22;1145.87
2007-10-23;1175.39
2007-10-24;1158.83
2007-10-25;1172.48
2007-10-26;1173.31
2007-10-29;1176.62
2007-10-30;1170.35
2007-10-31;1183.2
2007-11-01;1168.49
2007-11-02;1153.22
2007-11-05;1157.55
2007-11-06;1163.21
2007-11-07;1150.38
2007-11-08;1145.49
2007-11-09;1115.09
2007-11-12;1126
2007-11-13;1120.29
2007-11-14;1121.57
2007-11-15;1102.59
2007-11-16;1096.69
2007-11-19;1065.74
2007-11-20;1076.95
2007-11-21;1059.08
2007-11-22;1053.64
2007-11-23;1055.93
2007-11-26;1062.65
2007-11-27;1058.63
2007-11-28;1094.36
2007-11-29;1099.11
2007-11-30;1106.71
2007-12-03;1102.39
2007-12-04;1081.22
2007-12-05;1101.87
2007-12-06;1105.23
2007-12-07;1119.7
2007-12-10;1130.9
2007-12-11;1131.58
2007-12-12;1129.88
2007-12-13;1102.12
2007-12-14;1097.69
2007-12-17;1067.85
2007-12-18;1064.62
2007-12-19;1064.47
2007-12-20;1059.99
2007-12-21;1078.93
2007-12-27;1073.66
2007-12-28;1081.44
2008-01-02;1058.37
2008-01-03;1050.61
2008-01-04;1014.63
2008-01-07;1011.49
2008-01-08;1024.42
2008-01-09;1003.69
2008-01-10;989.7
2008-01-11;987.94
2008-01-14;1008
2008-01-15;972.15
2008-01-16;965.63
2008-01-17;966.29
2008-01-18;957.63
2008-01-21;917.75
2008-01-22;955.93
2008-01-23;921.28
2008-01-24;958.55
2008-01-25;961.69
2008-01-28;949.08
2008-01-29;956.97
2008-01-30;951.14
2008-01-31;949.04
2008-02-01;976.43
2008-02-04;976.46
2008-02-05;945.63
2008-02-06;951.84
2008-02-07;925.87
2008-02-08;920.76
2008-02-11;911.39
2008-02-12;945.41
2008-02-13;949.05
2008-02-14;950.84
2008-02-15;938.79
2008-02-18;962.13
2008-02-19;967.42
2008-02-20;954.53
2008-02-21;959.79
2008-02-22;944.13
2008-02-25;961.88
2008-02-26;980.1
2008-02-27;986.3
2008-02-28;971.08
2008-02-29;965.29
2008-03-03;954.22
2008-03-04;931.71
2008-03-05;950.25
2008-03-06;938.07
2008-03-07;925.54
2008-03-10;914.68
2008-03-11;929.63
2008-03-12;947.79
2008-03-13;936.52
2008-03-14;924.22
2008-03-18;914.55
2008-03-19;905.64
2008-03-20;894.78
2008-03-25;932.09
2008-03-26;931.87
2008-03-27;952.99
2008-03-28;951.71
2008-03-31;952.13
2008-04-01;981.23
2008-04-02;996.91
2008-04-03;987.5
2008-04-04;979.57
2008-04-07;993.34
2008-04-08;981.09
2008-04-09;978.5
2008-04-10;969.89
2008-04-11;956.52
2008-04-14;948.4
2008-04-15;950.19
2008-04-16;978.03
2008-04-17;963.79
2008-04-18;981.44
2008-04-21;969.19
2008-04-22;962.35
2008-04-23;976.52
2008-04-24;966.99
2008-04-25;998.83
2008-04-28;1005.31
2008-04-29;990.72
2008-04-30;986.06
2008-05-02;1008.2
2008-05-05;1009.33
2008-05-06;1006.73
2008-05-07;1020.05
2008-05-08;1019.67
2008-05-09;1003.51
2008-05-12;1008.3
2008-05-13;1011.86
2008-05-14;1012.86
2008-05-15;1018.13
2008-05-16;1023.18
2008-05-19;1036.86
2008-05-20;1011.62
2008-05-21;1004.36
2008-05-22;1017.2
2008-05-23;994.23
2008-05-26;997.56
2008-05-27;993
2008-05-28;1002.83
2008-05-29;1001.83
2008-05-30;1004.9
2008-06-02;995.59
2008-06-03;997.86
2008-06-04;983.51
2008-06-05;981.15
2008-06-06;981.15
